"cdatetime","address","district","beat","grid","crimedescr","ucr_ncic_code","latitude","longitude"
"3300","1/14/06 16:10","4100 NORTHGATE BLVD",1,"1C        ",309,"20002(A) HIT/RUN",5401,38.64316291,-121.4745819
"3301","1/14/06 16:15","7660 POCKET RD",4,"4C        ",1295,"459 PC  BURGLARY VEHICLE",2299,38.47644582,-121.5396169
"3302","1/14/06 16:24","1701 ARDEN WAY",2,"2C        ",619,"459 PC  BURGLARY BUSINESS",2203,38.60027317,-121.4252477
"3303","1/14/06 16:25","32ND ST / 3RD AVE",6,"6A        ",1011,"TOWED/STORED VEH-14602.6",7000,38.55270462,-121.4724294
"3304","1/14/06 16:30","7778 SHRADER CIR",5,"5A        ",1506,"459 PC  BURGLARY RESIDENCE",2204,38.4753863,-121.468655
"3305","1/14/06 16:48","3 BENOIT CT",5,"5B        ",1618,"594(B)(2)(A) VANDALISM/ -$400",2999,38.46264365,-121.4588661
"3306","1/14/06 16:52","2700 65TH AVE",5,"5A        ",1363,"484G(B) PC ACCESS CARD FRAUD",2605,38.49256682,-121.4762942
"3307","1/14/06 16:55","1695 ARDEN WAY",2,"2C        ",616,"487(A) PC GRAND THEFT",2303,38.6017616,-121.4258271
"3308","1/14/06 16:57","FLORIN PERKINS RD / KIEFER BLVD",3,"3C        ",1126,"TRAFFIC-ACCIDENT INJURY",5400,38.54654137,-121.3921168
"3309","1/14/06 17:00","12TH AVE / 42ND ST",6,"6A        ",1053,"211 PC  ROBBERY UNSPECIFIED",1299,38.54118672,-121.457865
"3310","1/14/06 17:00","5693 STOCKTON BLVD",6,"6B        ",1401,"594(B)(1)PC  VANDALISM +$400",2999,38.52326926,-121.4410972
"3311","1/14/06 17:00","1689 ARDEN WAY",2,"2C        ",619,"594(B)(2)(A) VANDALISM/ -$400",2999,38.60154457,-121.42747
"3312","1/14/06 17:01","222 JIBBOOM ST",3,"3A        ",721,"O/S AGENCY -ASSISTANCE- I RPT",7000,38.59623882,-121.5060581
"3313","1/14/06 17:20","4562 MACK RD",5,"5B        ",1621,"484 PETTY THEFT-SHOPLIFT",2303,38.4726221,-121.4489194
"3314","1/14/06 17:20","BRUCEVILLE RD / VALLEY HI DR",5,"5C        ",1624,"TOWED/STORED VEH-14602.6",7000,38.4706931,-121.4271773
"3315","1/14/06 17:21","812 K ST",3,"3M        ",742,"5150 WI DANGER SELF/OTHERS",7000,38.57944041,-121.4961452
"3316","1/14/06 17:27","4TH ST / J ST",3,"3M        ",732,"23222(B)POSSESS MARIJ IN VEH",5499,38.58243993,-121.5014414
"3317","1/14/06 17:30","4401 BROADWAY",6,"6A        ",1015,"484 PC   PETTY THEFT/INSIDE",2308,38.54726509,-121.4552803
"3318","1/14/06 17:41","10TH ST / E ST",3,"3A        ",714,"TOWED/STORED VEH-14602.6",7000,38.5857779,-121.4910941
"3319","1/14/06 18:00","4916 CAMINO ROYALE DR",5,"5B        ",1631,"10851(A)VC TAKE VEH W/O OWNER",2404,38.46399853,-121.4429194
"3320","1/14/06 18:00","11TH ST / K ST",3,"3M        ",744,"FOUND PROPERTY - I RPT",7000,38.57884551,-121.4925953
"3321","1/14/06 18:00","1710 AUBURN BLVD",2,"2C        ",567,"10851(A)VC TAKE VEH W/O OWNER",2404,38.61798936,-121.4267744
"3322","1/14/06 18:00","8265 HOLLY JILL WAY",5,"5C        ",1642,"MISSING PERSON LOCATE O/S ASSI",7000,38.45744833,-121.4347708
"3323","1/14/06 18:00","1689 ARDEN WAY",2,"2C        ",619,"LOST PROPERTY - I RPT",7000,38.60154457,-121.42747
"3324","1/14/06 18:00","1040 FREMONT WAY",4,"4A        ",913,"594(B)(2)(A) VANDALISM/ -$400",2999,38.55692374,-121.5024975
"3325","1/14/06 18:00","7567 GREENHAVEN DR",4,"4C        ",1296,"459 PC  BURGLARY VEHICLE",2299,38.48261682,-121.5136804
"3326","1/14/06 18:00","5925 STOCKTON BLVD",6,"6B        ",1401,"487(A) PC GRAND THEFT",2303,38.51849931,-121.4387788
"3327","1/14/06 18:30","7900 COLLEGE TOWN DR",3,"3C        ",888,"459 PC  BURGLARY VEHICLE",2299,38.55502121,-121.4102219
"3328","1/14/06 18:32","NORTHGATE BLVD / HAGGIN AVE",1,"1C        ",429,"TRAFFIC-ACCIDENT INJURY",5400,38.61584246,-121.4755462
"3329","1/14/06 18:33","715 L ST",3,"3M        ",742,"5150 WI DANGER SELF/OTHERS",7000,38.57905171,-121.4976906
"3330","1/14/06 18:36","MEADOWVIEW RD / 29TH ST",5,"5A        ",1398,"11350(A)HS POSS CNTRL SUBST",3532,38.48149132,-121.4724244
"3331","1/14/06 18:40","2801 L ST",3,"3B        ",748,"10851(A)VC TAKE VEH W/O OWNER",2404,38.57201606,-121.4692575
"3332","1/14/06 18:47","FLORIN RD / 24TH ST",4,"5A        ",1356,"TOWED/STORED VEH-14602.6",7000,38.49575914,-121.4827348
"3333","1/14/06 19:00","237 MAJESTIC LN",2,"2A        ",238,"MISSING PERSON",7000,38.64150838,-121.4217991
"3334","1/14/06 19:00","2807 GLEN ARVEN WAY",1,"1B        ",435,"MISSING PERSON",7000,38.61538191,-121.4904838
"3335","1/14/06 19:00","2338 FLORIN RD",5,"5A        ",1364,"TRAFFIC - I RPT",7000,38.49502927,-121.4847037
"3336","1/14/06 19:01","3300 12TH AVE",6,"6A        ",1051,"TOWED/STORED VEH-14602.6",7000,38.54097213,-121.4708274
"3337","1/14/06 19:15","4800 WESTLAKE PKWY",1,"1A        ",130,"TRESPASS OR PROWLER- I RPT",7000,38.65798545,-121.541883
"3338","1/14/06 19:30","1689 ARDEN WAY",2,"2C        ",619,"594(B)(1)PC  VANDALISM +$400",2999,38.60154457,-121.42747
"3339","1/14/06 19:40","2117 27TH ST",3,"3B        ",788,"TOWED/STORED VEHICLE",7000,38.5613889,-121.4758065
"3340","1/14/06 19:42","5605 MACK RD",5,"5C        ",1606,"TOWED/STORED VEHICLE",7000,38.47431447,-121.4348784
"3341","1/14/06 19:45","MARCONI AVE / BUS 80 EB",2,"2C        ",558,"NON INJ HR/MAIL OUT REPORT",7000,38.62002366,-121.4195162
"3342","1/14/06 19:52","5212 CARRINGTON ST",3,"3C        ",871,"BURGLARY - I RPT",7000,38.57948169,-121.4360287
"3343","1/14/06 20:00","2423 BOXWOOD ST",2,"2C        ",603,"459 PC  BURGLARY RESIDENCE",2204,38.60973497,-121.4465194
"3344","1/14/06 20:00","23 MARATHON CT",5,"5B        ",1614,"MISSING PERSON",7000,38.47674042,-121.4598457
"3345","1/14/06 20:00","2164 BRADBURN DR",1,"1A        ",104,"MISSING PERSON I RPT",7000,38.67460145,-121.5097637
"3346","1/14/06 20:00","1015 RIO LN",4,"4A        ",1203,"HARASSMENT - I RPT",7000,38.53369985,-121.519688
"3347","1/14/06 20:08","ELDER CREEK RD / RANCHO ADOBE DR",6,"6C        ",1422,"23153(A) VC DUI CAUSE INJURY",5404,38.51053004,-121.4224962
"3348","1/14/06 20:11","7528 ABIDING PL",5,"5B        ",1602,"422 PC THREAT/INTENT TO TERROR",1602,38.48424606,-121.4571234
"3349","1/14/06 20:13","BRUCEVILLE RD / COSUMNES RIVER BLVD",5,"5C        ",1639,"TOWED/STORED VEHICLE",7000,38.45768744,-121.4176675
"3350","1/14/06 20:15","7501 BRUCEVILLE RD",5,"5C        ",1624,"23153(A) VC DUI CAUSE INJURY",5404,38.47115382,-121.4198979
"3351","1/14/06 20:17","502 HARRIS AVE",2,"2A        ",502,"10851 VC AUTO THEFT LOCATE",2404,38.6383446,-121.4545528
"3352","1/14/06 20:30","1430 68TH AVE",5,"5A        ",1381,"10851(A)VC TAKE VEH W/O OWNER",2404,38.48904227,-121.503973
"3353","1/14/06 20:30","3550 MARYSVILLE BLVD",2,"2B        ",526,"459 PC  BURGLARY RESIDENCE",2204,38.63228581,-121.4303283
"3354","1/14/06 20:37","1010 27TH ST",3,"3B        ",748,"594(B)(2)(A) VANDALISM/ -$400",2999,38.57394234,-121.4707578
"3355","1/14/06 20:55","5727 GILGUNN WAY",4,"4C        ",985,"594(B)(1)PC  VANDALISM +$400",2999,38.5225465,-121.5048587
"3356","1/14/06 21:00","8655 FOLSOM BLVD",3,"3C        ",1116,"459 PC  BURGLARY BUSINESS",2203,38.54995993,-121.3837794
"3357","1/14/06 21:00","1416 52ND ST",3,"3C        ",845,"594(B)(1)PC  VANDALISM +$400",2999,38.56206295,-121.442584
"3358","1/14/06 21:00","1117 VOLZ DR",4,"4A        ",1202,"459 PC  BURGLARY VEHICLE",2299,38.53801653,-121.5111808
"3359","1/14/06 21:00","530 SOUTHGATE RD",2,"2C        ",613,"484 PC PETTY THEFT",2399,38.6026847,-121.4549025
"3360","1/14/06 21:01","15TH ST / W ST",3,"3A        ",785,"TOWED/STORED VEH-14602.6",7000,38.56418287,-121.4927485
"3361","1/14/06 21:02","5610 STOCKTON BLVD",6,"6B        ",1401,"211 PC ROBBERY- BUSINESS",1299,38.52439535,-121.4428571
"3362","1/14/06 21:15","1100 14TH ST",3,"3M        ",745,"11357(B)HS POSS -28.5GR MARIJ",3562,38.57815667,-121.4876958
"3363","1/14/06 21:15","10TH ST / K ST",3,"3M        ",744,"11532(A)HS LOITER DRG ACTIVITY",3599,38.57920289,-121.493943
"3364","1/14/06 21:17","220 VILLAGE CIR",2,"2A        ",238,"CASUALTY REPORT",7000,38.64471755,-121.4221827
"3365","1/14/06 21:30","10 SINSKEY CT",5,"5C        ",1654,"459 PC  BURGLARY RESIDENCE",2204,38.44613053,-121.4097064
"3366","1/14/06 21:30","1780 CHALLENGE WAY",2,"2C        ",628,"LOST PROPERTY - I RPT",7000,38.5974436,-121.4249976
"3367","1/14/06 21:38","1896 ARDEN WAY",2,"2C        ",628,"211 PC ROBBERY- BUSINESS",1299,38.59664183,-121.423349
"3368","1/14/06 21:47","7412 25TH AVE",6,"6C        ",1152,"243(E)1 BATTERY NONCOHAB SPOUS",1315,38.52891214,-121.4171599
"3369","1/14/06 21:50","2316 LARAMIE LN",2,"2C        ",606,"243(E)1 BATTERY NONCOHAB SPOUS",1315,38.60797834,-121.4213955
"3370","1/14/06 21:58","FLORIN PERKINS RD / FRUITRIDGE RD",6,"6C        ",1147,"TRAFFIC-ACCIDENT INJURY",5400,38.52517858,-121.3906942
"3371","1/14/06 22:02","424 HOWE AVE",3,"3C        ",877,"211 PC  ROBBERY UNSPECIFIED",1299,38.5732988,-121.4135687
"3372","1/14/06 22:05","WILKINSON ST / 36TH AVE",6,"6C        ",1405,"246 PC SHOOT OCCUP DWELL/VEH",5213,38.52048468,-121.414415
"3373","1/14/06 22:10","3908 J ST",3,"3C        ",843,"459 PC  BURGLARY BUSINESS",2203,38.56951933,-121.4543479
"3374","1/14/06 22:15","1754 ITASCA AVE",1,"1A        ",136,"NON INJ HR/MAIL OUT REPORT",7000,38.65732863,-121.4979968
"3375","1/14/06 22:30","5149 CABOT CIR",6,"6C        ",1153,"10851(A)VC TAKE VEH W/O OWNER",2404,38.52855972,-121.4120905
"3376","1/14/06 22:30","2661 STONECREEK DR",1,"1B        ",435,"459 PC  BURGLARY RESIDENCE",2204,38.61408181,-121.4945809
"3377","1/14/06 22:35","8 BINGHAM CIR",4,"4C        ",1285,"459 PC  BURGLARY RESIDENCE",2204,38.48913456,-121.5340814
"3378","1/14/06 22:53","2350 FLORIN RD",5,"5A        ",1364,"TRESPASS OR PROWLER- I RPT",7000,38.49502083,-121.4840434
"3379","1/14/06 22:58","12TH ST / E ST",3,"3A        ",715,"TOWED/STORED VEHICLE",7000,38.58506592,-121.4884229
"3380","1/14/06 22:59","5500 FLORIN PERKINS RD",6,"6C        ",1146,"TOWED/STORED VEHICLE",7000,38.52560462,-121.3912953
"3381","1/14/06 23:00","321 27TH ST",3,"3B        ",718,"459 PC  BURGLARY RESIDENCE",2204,38.5810603,-121.4672697
"3382","1/14/06 23:00","4614 MARTIN LUTHER KING JR BLVD",6,"6A        ",1071,"459 PC  BURGLARY BUSINESS",2203,38.53295733,-121.4649893
"3383","1/14/06 23:00","2326 S ST",3,"3B        ",777,"594(B)(1)PC  VANDALISM +$400",2999,38.56546427,-121.4795434
"3384","1/14/06 23:06","ELDER CREEK RD / RANCHO ADOBE DR",6,"6C        ",1422,"IMPOUNDED VEHICLE",7000,38.51053004,-121.4224962
"3385","1/14/06 23:12","JESSIE AVE / NORWOOD AVE",2,"2A        ",233,"11377(A)HS POSS AMPHETAMINES",3572,38.64404243,-121.4568936
"3386","1/14/06 23:30","J ST / 28TH ST",3,"3B        ",738,"23152(A) VC DUI-ALCOHOL/DRUGS",5404,38.5738419,-121.4692124
"3387","1/14/06 23:30","3127 BOATHOUSE WAY",1,"1B        ",475,"484 PETTY THEFT/LICENSE PLATE",2399,38.61169279,-121.5352159
"3388","1/14/06 23:36","MACK RD / FRANKLIN BLVD",5,"5B        ",1603,"23152(A) VC DUI-ALCOHOL/DRUGS",5404,38.47429277,-121.4503108
"3389","1/14/06 23:43","BROADWAY / 33RD ST",6,"6A        ",1012,"TOWED/STORED VEH-14602.6",7000,38.55385441,-121.4704591
"3390","1/14/06 23:45","WISCONSIN AVE / NORTHGATE BLVD",1,"1C        ",429,"11364 HS POSS DRUG PARAPH",3599,38.620343,-121.4755341
"3391","1/14/06 23:45","36TH ST / 3RD AVE",6,"6A        ",1013,"20002(A) HIT/RUN",5401,38.55128541,-121.4671318
"3392","1/14/06 23:57","2030 P ST",3,"3B        ",766,"NEIGHBORHOOD DISTURBANCE-I RPT",7000,38.56954354,-121.4817242
"3393","1/14/06 23:59","18TH ST / J ST",3,"3M        ",736,"10851(A)VC TAKE VEH W/O OWNER",2404,38.57740339,-121.4825556
"3394","1/15/06 0:00","28TH ST / P ST",3,"3B        ",768,"NARCOTICS SUSP/EVID/ACT- I RPT",7000,38.56720714,-121.4720913
"3395","1/15/06 0:00","8020 WAGON TRAIL WAY",6,"6C        ",1445,"484 PC  PETTY THEFT/ OUTSIDE",2309,38.50055075,-121.4104237
"3396","1/15/06 0:00","6200 GLORIA DR",4,"4C        ",1255,"594(B)(1)PC  VANDALISM +$400",2999,38.51513147,-121.5182786
"3397","1/15/06 0:01","2566 WAH AVE",4,"4B        ",1356,"10851(A)VC TAKE VEH W/O OWNER",2404,38.50095123,-121.4801778
"3398","1/15/06 0:01","FRANKLIN BLVD / 24TH AVE",4,"4B        ",969,"10851(A)VC TAKE VEH W/O OWNER",2404,38.53092764,-121.473272
"3399","1/15/06 0:01","2325 ETHAN WAY",2,"2C        ",606,"594(B)(2)(A) VANDALISM/ -$400",2999,38.60826097,-121.4202559
"3400","1/15/06 0:01","1927 LEFORD WAY",5,"5A        ",1512,"594(B)(1)PC  VANDALISM +$400",2999,38.4723306,-121.4938617
"3401","1/15/06 0:01","4601 BLACKROCK DR",1,"1A        ",136,"484 PC  PETTY THEFT/ OUTSIDE",2309,38.65733301,-121.4952127
"3402","1/15/06 0:01","2751 FRUITRIDGE RD",4,"4B        ",969,"POSSIBLE FINANCIAL CRIME-I RPT",7000,38.52532188,-121.4784413
"3403","1/15/06 0:13","STOCKTON BLVD / MASSIE CT",5,"5C        ",1607,"11364 HS POSS DRUG PARAPH",3599,38.47581524,-121.4196575
"3404","1/15/06 0:16","SCARBOROUGH WAY / CENTER PKWY",5,"5B        ",1605,"23152(B) VC DUI BA .08 OR MORE",5404,38.47745747,-121.4385947
"3405","1/15/06 0:22","7333 BARR WAY",4,"4C        ",1288,"459 PC  BURGLARY RESIDENCE",2204,38.49057248,-121.5118863
"3406","1/15/06 0:29","CENTER PKWY / COSUMNES RIVER BLVD",5,"5C        ",1645,"TRAFFIC-ACCIDENT INJURY",5400,38.45814178,-121.428371
"3407","1/15/06 0:30","2105 57TH AVE",4,"4B        ",1343,"MISSING PERSON",7000,38.49920896,-121.4909877
"3408","1/15/06 0:30","569 P ST",3,"3A        ",763,"594(B)(1)PC  VANDALISM +$400",2999,38.57523636,-121.5012154
"3409","1/15/06 0:49","6730 4TH AVE",6,"6C        ",1111,"245(A)(2) AWDW/FIREARM/CIVILIA",1315,38.54783739,-121.4243203
"3410","1/15/06 1:00","1250 WHITNEY AVE",3,"3A        ",764,"594(B)(1)PC  VANDALISM +$400",2999,38.57100991,-121.4935219
"3411","1/15/06 1:00","2016 SLOAT WAY",4,"4A        ",907,"484 PC PETTY THEFT",2399,38.55653827,-121.4877811
"3412","1/15/06 1:00","117 J ST",3,"3M        ",731,"594(B)(2)(A) VANDALISM/ -$400",2999,38.58349423,-121.5046071
"3413","1/15/06 1:31","715 L ST",3,"3M        ",742,"602(K)TRESPASS:INJURE PROPERTY",5707,38.57905171,-121.4976906
"3414","1/15/06 1:38","GRAND AVE / BELDEN ST",2,"2A        ",504,"20002(A) HIT/RUN",5401,38.6366219,-121.4416613
"3415","1/15/06 1:38","2451 MEADOWVIEW RD",5,"5A        ",1396,"594(B)(2)(A) VANDALISM/ -$400",2999,38.48191577,-121.479436
"3416","1/15/06 1:46","8TH AVE / 43RD ST",6,"6A        ",1034,"SUSP PERS-NO CRIME - I RPT",7000,38.54454492,-121.4566752
"3417","1/15/06 1:47","11TH ST / F ST",3,"3A        ",724,"211 PC  ROBBERY UNSPECIFIED",1299,38.58432423,-121.4902264
"3418","1/15/06 1:51","17TH ST / P ST",3,"3B        ",766,"TRAFFIC-ACCIDENT INJURY",5400,38.5711174,-121.486753
"3419","1/15/06 1:57","1119 21ST ST",3,"3B        ",747,"ABC LICENSE VIO/INFO - I RPT",7000,38.57447707,-121.4790719
"3420","1/15/06 2:00","3290 NORTHGATE BLVD",1,"1C        ",419,"10851(A)VC TAKE VEH W/O OWNER",2404,38.62630675,-121.4754412
"3421","1/15/06 2:05","5832 LOLET WAY",1,"1A        ",102,"MISCELLANEOUS I RPT (ZMISC)",7000,38.68341203,-121.5320925
"3422","1/15/06 2:10","J ST / 29TH ST",3,"3B        ",738,"20002(A) HIT/RUN",5401,38.57348427,-121.4678719
"3423","1/15/06 2:12","2107 L ST",3,"3B        ",747,"25632 BP CONSM ALC AFT CLOSING",4199,38.57432259,-121.4789156
"3424","1/15/06 2:16","FRUITRIDGE RD / STOCKTON BLVD",6,"6B        ",1086,"242 PC  BATTERY CIVILIAN",1313,38.52497346,-121.4425904
"3425","1/15/06 2:22","6591 WYNDHAM DR",5,"5C        ",1624,"211 PC ROBBERY- BUSINESS",1299,38.46874129,-121.4261836
"3426","1/15/06 2:30","N 16TH ST / N B ST",3,"3A        ",707,"FOUND PROPERTY - I RPT",7000,38.58903956,-121.4804664
"3427","1/15/06 2:55","3536 20TH AVE",6,"6A        ",1061,"ROBBERY - I RPT",7000,38.53425511,-121.4683357
"3428","1/15/06 3:00","3168 GUADALAJARA WAY",1,"1B        ",353,"242 PC  BATTERY CIVILIAN",1313,38.62663415,-121.5279355
"3429","1/15/06 3:08","17TH ST / R ST",3,"3A        ",766,"245(A)(1)AWDW/NO FIREARM/CIVIL",1315,38.56892211,-121.4877027
"3430","1/15/06 3:15","GLORIA DR / PEYTONA WAY",4,"4C        ",1267,"TRAFFIC-ACCIDENT-NON INJURY",5400,38.4934822,-121.5411563
"3431","1/15/06 3:15","7275 GLORIA DR",4,"4C        ",1267,"TOWED/STORED VEH-14602.6",7000,38.49350199,-121.5406076
"3432","1/15/06 3:21","3653 3RD AVE",6,"6A        ",1013,"12303.3 PC FIRE BOMB INT INJ",5207,38.55121732,-121.4660623
"3433","1/15/06 3:30","1511 WATERWHEEL DR",1,"1B        ",444,"10851(A)VC TAKE VEH W/O OWNER",2404,38.61112645,-121.4931565
"3434","1/15/06 3:45","5501 FOLSOM BLVD",3,"3C        ",846,"594(B)(1)PC  VANDALISM +$400",2999,38.55902715,-121.4388587
"3435","1/15/06 4:00","VALLEY HI DR / CENTER PKWY",5,"5B        ",1623,"PERSON INFORMATION - I RPT",7000,38.46377975,-121.4312631
"3436","1/15/06 4:00","7715 COLLEGE TOWN DR",3,"3C        ",888,"20002(A) HIT/RUN",5401,38.55564283,-121.4147524
"3437","1/15/06 4:17","6745 PENDLETON ST",4,"4B        ",1344,"459 PC  BURGLARY VEHICLE",2299,38.50397344,-121.4873195
"3438","1/15/06 4:27","3145 CRAIGMONT ST",2,"2B        ",537,"11377(A)HS POSS AMPHETAMINES",3572,38.62597578,-121.4209449
"3439","1/15/06 4:33","6315 LOCHINVAR WAY",5,"5C        ",1634,"273.6(A) PC VIO DV COURT ORDER",5007,38.45877009,-121.4316068
"3440","1/15/06 4:36","3401 LONGVIEW DR",2,"2A        ",508,"594(B)(1)PC  VANDALISM +$400",2999,38.64271559,-121.3853268
"3441","1/15/06 5:05","2978 MARYSVILLE BLVD",2,"2B        ",546,"5150 WI DANGER SELF/OTHERS",7000,38.62031333,-121.4364722
"3442","1/15/06 5:30","3027 K ST",3,"3C        ",841,"484G(B) PC ACCESS CARD FRAUD",2605,38.57209976,-121.4659619
"3443","1/15/06 5:39","8441 SPECIALTY CIR",6,"6C        ",1447,"459 PC  BURGLARY BUSINESS",2203,38.50235087,-121.3947713
"3444","1/15/06 5:45","8186 ELDER CREEK RD",6,"6C        ",1446,"459 PC  BURGLARY BUSINESS",2203,38.51048773,-121.406008
"3445","1/15/06 6:00","1108 17TH ST",3,"3M        ",746,"484 PC  PETTY THEFT/ OUTSIDE",2309,38.57640183,-121.4845602
"3446","1/15/06 6:50","5855 POWER INN RD",6,"6C        ",1406,"243(E)1 BATTERY NONCOHAB SPOUS",1315,38.52077088,-121.4085999
"3447","1/15/06 7:00","3418 JUMILLA WAY",1,"1A        ",343,"10851(A)VC TAKE VEH W/O OWNER",2404,38.62839816,-121.5377464
"3448","1/15/06 8:00","6150 LOGAN ST",6,"6C        ",1422,"MISSING PERSON I RPT",7000,38.51472647,-121.4155107
"3449","1/15/06 8:00","2685 FREEPORT BLVD",4,"4A        ",906,"459 PC  BURGLARY VEHICLE",2299,38.55650289,-121.4890962
"3450","1/15/06 8:00","8136 PORT ROYALE WAY",5,"5B        ",1631,"FOUND PROPERTY - I RPT",7000,38.4628909,-121.4393029
"3451","1/15/06 8:00","S LAND PARK DR / 35TH AVE",4,"4C        ",1227,"484 PETTY THEFT/LICENSE PLATE",2399,38.52123795,-121.5122674
"3452","1/15/06 8:00","2621 P ST",3,"3B        ",768,"475(C) PASS FORGED NOTE",2506,38.56803077,-121.4738655
"3453","1/15/06 8:00","1952 JULIESSE AVE",2,"2C        ",567,"484G(B) PC ACCESS CARD FRAUD",2605,38.62007132,-121.4219099
"3454","1/15/06 8:00","520 NATALINO CIR",1,"1A        ",106,"SUSP PERS-NO CRIME - I RPT",7000,38.67297018,-121.5051933
"3455","1/15/06 8:00","3401 DOUGLAS ST",2,"2B        ",527,"487(A) GRAND THEFT-INSIDE",2308,38.63095587,-121.4251438
"3456","1/15/06 8:00","3500 CYPRESS ST",2,"2B        ",523,"594(B)(1)PC  VANDALISM +$400",2999,38.63179823,-121.4447167
"3457","1/15/06 8:30","2201 NORTHVIEW DR",1,"1C        ",447,"10851(A)VC TAKE VEH W/O OWNER",2404,38.608676,-121.4799069
"3458","1/15/06 8:30","ARCADE BLVD / PONDEROSA LN",2,"2B        ",541,"TOWED/STORED VEHICLE",7000,38.6231314,-121.4573294
"3459","1/15/06 8:35","11TH ST / J ST",3,"3M        ",734,"WARRANT SERVED - I RPT",7000,38.57995276,-121.4921151
"3460","1/15/06 9:00","2600 STOCKTON BLVD",6,"6A        ",1015,"MISSING PERSON",7000,38.55196871,-121.4564089
"3461","1/15/06 9:00","7465 RUSH RIVER DR",4,"4C        ",1285,"484 PC   PETTY THEFT/INSIDE",2308,38.48641086,-121.5348293
"3462","1/15/06 9:13","2060 AUBURN BLVD",2,"2C        ",558,"TOWED/STORED VEHICLE",7000,38.62337866,-121.4177667
"3463","1/15/06 9:15","5157 CABOT CIR",6,"6C        ",1153,"10851 VC AUTO THEFT LOCATE",2404,38.52891445,-121.4121889
"3464","1/15/06 9:32","MARYSVILLE BLVD / ACACIA AVE",2,"2B        ",546,"TRAFFIC-ACCIDENT INJURY",5400,38.62130809,-121.4360584
"3465","1/15/06 9:33","125 OLMSTEAD DR",2,"2B        ",531,"594(B)(2)(A) VANDALISM/ -$400",2999,38.62301794,-121.4648139
"3466","1/15/06 9:35","2600 STOCKTON BLVD",6,"6A        ",1015,"MISSING PERSON",7000,38.55196871,-121.4564089
"3467","1/15/06 9:51","T ST / 6TH ST",3,"3A        ",773,"TOWED/STORED VEHICLE",7000,38.57071008,-121.5035416
"3468","1/15/06 10:00","5335 HARTONA WAY",1,"1A        ",116,"242 PC  BATTERY CIVILIAN",1313,38.67151063,-121.5016483
"3469","1/15/06 10:00","2252 CORMORANT WAY",2,"2C        ",606,"594(B)(2)(A) VANDALISM/ -$400",2999,38.60719135,-121.4265847
"3470","1/15/06 10:05","45TH ST / V ST",6,"6B        ",1004,"MISCELLANEOUS I RPT (ZMISC)",7000,38.55545168,-121.4531476
"3471","1/15/06 10:10","27TH ST / B ST",3,"3B        ",718,"SAFEKEEPING - I RPT",7000,38.58295257,-121.4667413
"3472","1/15/06 10:25","24TH AVE / FRANKLIN BLVD",4,"4B        ",969,"TOWED/STORED VEHICLE",7000,38.53092764,-121.473272
"3473","1/15/06 10:37","19TH ST / MEADOWVIEW RD",5,"5A        ",1392,"20002(A) HIT/RUN",5401,38.48139564,-121.4946499
"3474","1/15/06 10:39","4121 33RD ST",6,"6A        ",1061,"417(A)2) PC BRANDISH FIREARM",5212,38.53692719,-121.4713923
"3475","1/15/06 10:40","OAK NOB WAY / STONECREEK DR",1,"1C        ",426,"10851 VC AUTO THEFT LOCATE",2404,38.62080376,-121.4945578
"3476","1/15/06 10:57","2259 RIVER PLAZA DR",1,"1B        ",440,"417(A)2) PC BRANDISH FIREARM",5212,38.60753682,-121.5180813
"3477","1/15/06 11:00","3860 FLORIN RD",5,"5B        ",1369,"484 PETTY THEFT-SHOPLIFT",2303,38.49515388,-121.460842
"3478","1/15/06 11:00","155 CEDAR ROCK CIR",5,"5B        ",1614,"459 PC  BURGLARY RESIDENCE",2204,38.48077278,-121.4589523
"3479","1/15/06 11:12","1509 41ST ST",3,"3C        ",854,"849(B)(1) CERTIFICATE OF RELEA",7000,38.56388391,-121.4541917
"3480","1/15/06 11:13","7134 GLORIA DR",4,"4C        ",1266,"TOWED/STORED VEHICLE",7000,38.49676301,-121.5444825
"3481","1/15/06 11:19","2614 36TH ST",6,"6A        ",1013,"594(B)(2)(A) VANDALISM/ -$400",2999,38.55309553,-121.4666532
"3482","1/15/06 11:19","24TH ST / FLORIN RD",4,"5A        ",1356,"484 PC   PETTY THEFT/INSIDE",2308,38.49575914,-121.4827348
"3483","1/15/06 11:39","533 GRAND AVE",2,"2A        ",502,"TRAFFIC-ACCIDENT-NON INJURY",5400,38.6370268,-121.4540237
"3484","1/15/06 11:40","2835 NORWOOD AVE",2,"2B        ",541,"666 PC PETTY THEFT W/PRI CONV",2399,38.61960417,-121.4576083
"3485","1/15/06 11:41","4551 MACK RD",5,"5B        ",1603,"484 PETTY THEFT-SHOPLIFT",2303,38.47531506,-121.4487485
"3486","1/15/06 11:49","7500 SAN JOAQUIN ST",6,"6C        ",1114,"CASUALTY REPORT",7000,38.54284813,-121.4161265
"3487","1/15/06 12:00","2881 3RD AVE",4,"4A        ",918,"484 PC   PETTY THEFT/INSIDE",2308,38.55308132,-121.4761683
"3488","1/15/06 12:00","3116 40TH ST",6,"6A        ",1032,"10851(A)VC TAKE VEH W/O OWNER",2404,38.54581386,-121.4608509
"3489","1/15/06 12:00","6019 STOCKTON BLVD",6,"6B        ",1401,"TELEPEST -I RPT",7000,38.5173841,-121.438141
"3490","1/15/06 12:15","2750 SUTTERVILLE RD",4,"4B        ",958,"MISSING PERSON",7000,38.53881527,-121.479014
